epoch,train_loss,train_acc,val_loss,val_acc
1,1.241036,0.586011,1.646622,0.727273
2,0.645880,0.805293,1.121304,0.803030
3,0.459420,0.860113,0.707882,0.795455
4,0.381704,0.875236,0.688965,0.810606
5,0.332204,0.914934,0.755838,0.727273
6,0.311970,0.890359,1.241438,0.469697
7,0.328279,0.911153,0.673825,0.856061
8,0.190837,0.952741,0.529656,0.840909
9,0.157818,0.964083,0.564128,0.848485
10,0.095165,0.954631,0.601048,0.916667
11,0.087704,0.984877,0.596249,0.909091
12,0.113090,0.969754,1.417040,0.522727
13,0.178487,0.988658,0.479965,0.803030
14,0.135910,0.981096,0.503460,0.871212
15,0.070172,0.988658,1.202890,0.431818
16,0.125641,0.945180,1.656228,0.840909
17,0.135871,0.979206,1.045312,0.825758
18,0.193016,0.903592,2.682131,0.840909
19,0.120531,0.962193,1.466550,0.825758
20,0.179076,0.935728,0.732482,0.916667
21,0.169433,0.948960,1.051502,0.537879
22,0.151420,0.964083,1.079670,0.901515
23,0.116893,0.977316,0.754148,0.886364
24,0.196091,0.897921,1.046102,0.696970
25,0.116665,0.973535,0.817644,0.886364
26,0.158527,0.924386,0.763520,0.893939
27,0.077170,0.960302,0.691047,0.886364
28,0.042251,0.994329,0.525569,0.886364
29,0.027621,0.992439,0.911312,0.560606
30,0.027956,0.984877,0.532869,0.878788
31,0.012318,0.996219,0.395043,0.946970
32,0.011837,0.998110,0.415763,0.954545
33,0.008361,0.998110,0.452352,0.939394
34,0.009018,0.998110,0.673918,0.878788
35,0.012772,0.996219,0.469655,0.962121
36,0.008803,1.000000,0.495724,0.954545
37,0.006198,0.998110,0.544539,0.946970
38,0.005553,0.998110,0.601019,0.962121
39,0.003186,1.000000,0.681916,0.931818
40,0.003304,1.000000,0.700266,0.924242
41,0.001932,1.000000,0.645776,0.924242
42,0.002184,1.000000,0.586885,0.931818
43,0.004088,1.000000,0.650847,0.931818
44,0.010585,0.998110,1.572885,0.886364
45,0.025068,0.994329,0.496147,0.924242
46,0.006064,0.998110,0.637276,0.787879
47,0.005410,0.998110,0.718664,0.901515
48,0.002807,1.000000,0.918471,0.924242
49,0.005867,0.998110,0.904749,0.924242
50,0.001243,1.000000,0.825128,0.939394
51,0.001811,1.000000,0.790143,0.931818
52,0.001560,1.000000,0.714390,0.931818
53,0.001677,1.000000,0.681974,0.939394
54,0.001446,1.000000,0.690364,0.954545
55,0.000852,1.000000,0.713210,0.954545
56,0.001080,1.000000,0.716835,0.946970
57,0.000830,1.000000,0.716793,0.954545
58,0.000841,1.000000,0.747248,0.931818
59,0.010526,0.998110,0.921293,0.901515
60,0.079413,0.960302,4.198198,0.818182
61,0.038259,0.981096,2.486362,0.856061
62,0.036962,0.988658,0.807585,0.901515
63,0.018395,0.998110,0.635248,0.916667
64,0.007313,1.000000,0.594552,0.916667
65,0.010409,0.996219,0.644722,0.909091
66,0.003977,1.000000,0.746448,0.931818
67,0.001930,1.000000,0.764824,0.931818
68,0.005355,0.996219,0.685173,0.909091
69,0.047171,0.996219,1.636081,0.598485
70,0.048827,0.979206,1.845455,0.886364
71,0.356708,0.896030,3.719963,0.348485
72,0.451063,0.909263,2.554633,0.310606
73,0.171201,0.928166,0.852560,0.825758
74,0.181117,0.958412,0.747703,0.742424
75,0.175486,0.911153,1.764074,0.666667
76,0.137117,0.950851,1.101692,0.704545
77,0.105134,0.964083,1.723660,0.613636
78,0.039756,0.982987,0.952743,0.803030
79,0.028245,0.996219,0.863804,0.818182
80,0.012896,0.998110,0.897908,0.878788
81,0.009794,0.998110,1.007463,0.901515
82,0.007852,1.000000,0.951080,0.931818
83,0.017574,0.998110,1.009364,0.848485
84,0.007273,0.996219,1.501505,0.704545
85,0.009715,0.994329,1.320242,0.893939
86,0.058171,0.977316,1.450741,0.825758
87,0.022831,0.994329,0.943964,0.924242
88,0.012467,0.998110,0.819848,0.939394
89,0.008022,0.998110,0.988300,0.924242
90,0.004476,1.000000,1.512893,0.901515
91,0.003846,1.000000,1.510048,0.886364
92,0.007159,1.000000,1.013881,0.893939
93,0.008950,0.998110,0.991648,0.886364
94,0.007235,0.996219,1.322400,0.863636
95,0.012964,0.992439,1.178742,0.886364
96,0.014787,0.998110,0.997443,0.863636
97,0.013171,0.996219,0.968138,0.848485
98,0.005221,0.998110,1.025729,0.878788
99,0.007017,1.000000,1.579935,0.886364
100,0.005597,1.000000,1.725579,0.878788
