epoch,train_loss,train_acc,val_loss,val_acc
1,1.145511,0.483932,1.065053,0.772727
2,0.865984,0.497164,1.075230,0.787879
3,0.827576,0.706994,0.990666,0.810606
4,0.755528,0.792060,0.832682,0.833333
5,0.672382,0.788280,0.767146,0.818182
6,0.601950,0.792060,0.721191,0.833333
7,0.556157,0.822306,0.734979,0.878788
8,0.546036,0.862004,0.664890,0.840909
9,0.527806,0.856333,0.651629,0.772727
10,0.502143,0.841210,0.638842,0.803030
11,0.478297,0.844991,0.616929,0.856061
12,0.443700,0.827977,0.617279,0.840909
13,0.400071,0.880907,0.627333,0.893939
14,0.373969,0.911153,0.617533,0.893939
15,0.387145,0.907372,0.677868,0.886364
16,0.371803,0.888469,0.584777,0.909091
17,0.362151,0.894140,0.596811,0.886364
18,0.340052,0.896030,0.552016,0.818182
19,0.339822,0.888469,0.535000,0.787879
20,0.333213,0.897921,0.557894,0.893939
21,0.298252,0.901701,0.657922,0.750000
22,0.287570,0.901701,0.631231,0.886364
23,0.296173,0.896030,0.572581,0.909091
24,0.280141,0.914934,0.529954,0.909091
25,0.278580,0.916824,0.531523,0.886364
26,0.248829,0.911153,0.532281,0.893939
27,0.245305,0.913043,0.519799,0.863636
28,0.257683,0.913043,0.536869,0.916667
29,0.214928,0.935728,0.611644,0.901515
30,0.238736,0.914934,0.572936,0.893939
31,0.296838,0.922495,0.510133,0.924242
32,0.208487,0.928166,0.451490,0.931818
33,0.211843,0.933837,0.604567,0.901515
34,0.228943,0.930057,0.568231,0.924242
35,0.215032,0.914934,0.469565,0.818182
36,0.168173,0.950851,0.432914,0.931818
37,0.186724,0.952741,0.549045,0.893939
38,0.177124,0.956522,0.576021,0.893939
39,0.174287,0.930057,0.566893,0.909091
40,0.179555,0.948960,0.436391,0.931818
41,0.295636,0.924386,0.418904,0.893939
42,0.180054,0.935728,0.847545,0.871212
43,0.167572,0.958412,0.565596,0.803030
44,0.196342,0.931947,0.550023,0.886364
45,0.155102,0.947070,0.522890,0.931818
46,0.142433,0.964083,0.489297,0.916667
47,0.153607,0.956522,0.455638,0.939394
48,0.132682,0.965974,0.452756,0.931818
49,0.122882,0.952741,0.482934,0.931818
50,0.118317,0.964083,0.736277,0.886364
51,0.108539,0.971645,0.436762,0.924242
52,0.120620,0.937618,0.459283,0.863636
53,0.156095,0.948960,0.551073,0.916667
54,0.107393,0.962193,0.540594,0.886364
55,0.119726,0.954631,0.563313,0.909091
56,0.100844,0.973535,0.457791,0.924242
57,0.096879,0.969754,0.382553,0.909091
58,0.091320,0.967864,0.456680,0.901515
59,0.071170,0.977316,0.512867,0.909091
60,0.080279,0.973535,0.455461,0.916667
61,0.089100,0.971645,0.526851,0.916667
62,0.078970,0.986767,0.504752,0.901515
63,0.094586,0.969754,0.527782,0.909091
64,0.086881,0.967864,0.464202,0.924242
65,0.078068,0.958412,0.532421,0.916667
66,0.083739,0.975425,0.631989,0.931818
67,0.130859,0.939509,0.530423,0.856061
68,0.107323,0.933837,0.579536,0.909091
69,0.071062,0.982987,0.850522,0.886364
70,0.080911,0.975425,0.551822,0.901515
71,0.080950,0.960302,0.596627,0.916667
72,0.083970,0.969754,0.388394,0.939394
73,0.103660,0.982987,0.512404,0.901515
74,0.112564,0.967864,0.770059,0.878788
75,0.069742,0.977316,0.632764,0.916667
76,0.072473,0.958412,0.540020,0.863636
77,0.067656,0.973535,0.683008,0.886364
78,0.079854,0.969754,0.499921,0.931818
79,0.053791,0.982987,0.398172,0.939394
80,0.055102,0.988658,0.439385,0.931818
81,0.055392,0.986767,0.548039,0.818182
82,0.077193,0.956522,0.639753,0.909091
83,0.070599,0.986767,0.671029,0.924242
84,0.055377,0.977316,0.876349,0.909091
85,0.056430,0.977316,0.739025,0.916667
86,0.052717,0.988658,0.397502,0.931818
87,0.044273,0.994329,0.416393,0.893939
88,0.043425,0.984877,0.685589,0.931818
89,0.065356,0.973535,0.891537,0.901515
90,0.052293,0.994329,0.588387,0.916667
91,0.033356,0.984877,0.388087,0.946970
92,0.053139,0.975425,0.468441,0.939394
93,0.041264,0.990548,0.590144,0.901515
94,0.042291,0.981096,0.473252,0.946970
95,0.030000,0.990548,0.393966,0.909091
96,0.042053,0.994329,0.590360,0.931818
97,0.039268,0.979206,0.732669,0.901515
98,0.040791,0.986767,0.857198,0.901515
99,0.035983,0.992439,0.529836,0.901515
100,0.046865,0.973535,0.377288,0.954545
