epoch,train_loss,train_acc,val_loss,val_acc
1,1.289879,0.215501,1.180464,0.204545
2,1.286075,0.202268,1.138435,0.196970
3,1.227506,0.236295,1.118353,0.242424
4,1.267051,0.232514,1.115547,0.242424
5,1.241893,0.209830,1.112806,0.234848
6,1.198607,0.236295,1.103889,0.242424
7,1.196089,0.241966,1.094329,0.257576
8,1.124386,0.247637,1.082780,0.265152
9,1.146049,0.258979,1.073742,0.280303
10,1.139004,0.264650,1.065068,0.280303
11,1.093494,0.291115,1.055874,0.287879
12,1.081798,0.296786,1.049897,0.280303
13,1.095346,0.306238,1.038191,0.310606
14,1.036381,0.330813,1.028108,0.318182
15,1.048839,0.311909,1.016974,0.363636
16,0.991903,0.389414,1.008888,0.371212
17,1.001126,0.368620,1.005073,0.386364
18,0.995540,0.372401,0.998533,0.409091
19,0.961532,0.427221,0.990777,0.431818
20,0.939381,0.432892,0.983389,0.500000
21,0.912846,0.485822,0.974837,0.530303
22,0.956576,0.470699,0.966896,0.553030
23,0.938761,0.485822,0.957373,0.621212
24,0.930373,0.499055,0.950694,0.628788
25,0.909885,0.508507,0.945273,0.666667
26,0.888963,0.548204,0.937821,0.681818
27,0.888835,0.580340,0.934769,0.674242
28,0.887129,0.544423,0.930273,0.666667
29,0.852006,0.603025,0.921991,0.704545
30,0.856427,0.614367,0.915677,0.742424
31,0.885767,0.586011,0.912847,0.727273
32,0.857460,0.587902,0.907248,0.727273
33,0.853675,0.625709,0.900457,0.734848
34,0.838383,0.589792,0.895961,0.742424
35,0.847481,0.614367,0.888120,0.757576
36,0.819108,0.633270,0.881645,0.757576
37,0.831617,0.655955,0.879649,0.757576
38,0.821193,0.612476,0.871865,0.757576
39,0.818372,0.625709,0.862818,0.750000
40,0.797601,0.654064,0.857785,0.757576
41,0.784532,0.665406,0.853594,0.772727
42,0.757876,0.708885,0.853619,0.780303
43,0.755770,0.672968,0.854107,0.795455
44,0.792623,0.697543,0.848519,0.787879
45,0.779871,0.669187,0.838675,0.787879
46,0.753948,0.718336,0.836723,0.810606
47,0.749566,0.720227,0.831498,0.795455
48,0.759309,0.720227,0.828710,0.795455
49,0.732690,0.718336,0.824505,0.803030
50,0.744696,0.737240,0.817554,0.795455
51,0.756642,0.716446,0.812653,0.803030
52,0.733144,0.697543,0.812058,0.803030
53,0.735367,0.703214,0.807895,0.810606
54,0.736150,0.701323,0.811939,0.803030
55,0.735184,0.701323,0.807485,0.803030
56,0.680623,0.746692,0.808287,0.795455
57,0.760334,0.727788,0.804957,0.795455
58,0.712077,0.752363,0.799355,0.803030
59,0.733223,0.733459,0.790724,0.825758
60,0.699724,0.741021,0.787905,0.825758
61,0.725710,0.731569,0.787167,0.818182
62,0.692392,0.754253,0.785761,0.833333
63,0.713737,0.744802,0.777485,0.825758
64,0.677840,0.765595,0.777441,0.833333
65,0.684678,0.775047,0.773990,0.825758
66,0.685632,0.765595,0.771213,0.825758
67,0.687360,0.765595,0.765798,0.825758
68,0.687305,0.759924,0.768281,0.825758
69,0.665366,0.778828,0.761216,0.833333
70,0.662176,0.780718,0.754872,0.818182
71,0.670367,0.775047,0.755097,0.818182
72,0.651046,0.786389,0.752135,0.818182
73,0.667986,0.782609,0.752918,0.818182
74,0.641811,0.775047,0.747651,0.825758
75,0.652140,0.782609,0.743850,0.825758
76,0.676354,0.778828,0.740508,0.810606
77,0.649517,0.780718,0.733885,0.810606
78,0.623331,0.780718,0.738857,0.810606
79,0.687227,0.754253,0.737452,0.818182
80,0.626862,0.795841,0.737304,0.810606
81,0.636377,0.788280,0.735442,0.810606
82,0.620768,0.788280,0.734707,0.825758
83,0.632280,0.795841,0.732302,0.810606
84,0.612962,0.788280,0.727705,0.818182
85,0.647804,0.792060,0.730142,0.810606
86,0.627038,0.788280,0.728029,0.825758
87,0.616015,0.786389,0.725228,0.810606
88,0.613133,0.792060,0.720743,0.803030
89,0.580989,0.799622,0.719649,0.818182
90,0.610762,0.793951,0.713736,0.818182
91,0.593311,0.792060,0.712531,0.810606
92,0.619745,0.763705,0.713996,0.818182
93,0.643701,0.784499,0.715144,0.818182
94,0.586655,0.809074,0.713224,0.818182
95,0.590809,0.805293,0.706986,0.818182
96,0.585772,0.818526,0.707589,0.810606
97,0.568801,0.826087,0.710567,0.810606
98,0.603215,0.814745,0.705580,0.810606
99,0.607945,0.824197,0.707265,0.810606
100,0.576355,0.829868,0.704612,0.818182
