epoch,train_loss,train_acc,val_loss,val_acc
1,1.130879,0.627599,2.527499,0.454545
2,0.722172,0.701323,0.825928,0.871212
3,0.502338,0.844991,0.525338,0.878788
4,0.488219,0.827977,0.541504,0.871212
5,0.464811,0.846881,0.630665,0.613636
6,0.339111,0.846881,0.691639,0.575758
7,0.310174,0.920605,1.265754,0.492424
8,0.393294,0.863894,0.748545,0.734848
9,0.248363,0.903592,0.603622,0.909091
10,0.186352,0.924386,0.543429,0.719697
11,0.142586,0.943289,0.500032,0.848485
12,0.205009,0.933837,0.797222,0.803030
13,0.187031,0.922495,0.767260,0.909091
14,0.154157,0.954631,2.470832,0.333333
15,0.202593,0.952741,0.727659,0.734848
16,0.197516,0.947070,1.551740,0.606061
17,0.291220,0.884688,1.302819,0.878788
18,0.165445,0.941399,0.611883,0.863636
19,0.105839,0.981096,0.564665,0.931818
20,0.067971,0.973535,0.519837,0.916667
21,0.042319,0.990548,0.701631,0.916667
22,0.137146,0.984877,0.770984,0.909091
23,0.105983,0.969754,1.132642,0.590909
24,0.046803,0.984877,0.477331,0.871212
25,0.032416,0.994329,0.379485,0.924242
26,0.048890,0.973535,1.098628,0.893939
27,0.031426,0.990548,0.770364,0.924242
28,0.030991,0.986767,0.580394,0.871212
29,0.016317,0.996219,0.713104,0.931818
30,0.013272,0.988658,0.496450,0.924242
