epoch,train_loss,train_acc,val_loss,val_acc
1,1.106466,0.695652,1.502794,0.727273
2,0.768274,0.739130,0.879499,0.856061
3,0.600543,0.858223,0.709404,0.848485
4,0.534472,0.875236,0.698338,0.780303
5,0.477134,0.869565,0.813694,0.696970
6,0.428762,0.901701,0.619069,0.863636
7,0.387798,0.897921,0.614382,0.825758
8,0.343841,0.877127,0.566312,0.886364
9,0.289019,0.935728,0.716140,0.575758
10,0.256169,0.930057,0.542935,0.871212
11,0.254970,0.941399,0.496196,0.863636
12,0.215299,0.945180,0.572021,0.750000
13,0.177479,0.935728,0.480197,0.924242
14,0.144316,0.965974,0.509480,0.909091
15,0.130509,0.969754,0.469272,0.931818
16,0.125711,0.977316,0.518389,0.916667
17,0.107978,0.973535,0.495247,0.901515
18,0.090251,0.979206,0.462953,0.931818
19,0.088749,0.986767,0.524303,0.901515
20,0.085543,0.969754,0.486376,0.916667
21,0.079081,0.981096,0.449061,0.931818
22,0.064286,0.986767,0.437846,0.924242
23,0.058318,0.986767,0.426347,0.939394
24,0.067781,0.988658,0.456774,0.916667
25,0.058474,0.992439,0.448757,0.931818
26,0.070491,0.988658,0.604525,0.893939
27,0.042021,0.988658,0.665824,0.901515
28,0.039625,0.996219,0.534677,0.916667
29,0.042904,0.994329,0.498868,0.924242
30,0.038059,0.990548,0.528535,0.916667
31,0.052750,0.994329,0.513566,0.909091
32,0.041545,0.994329,0.550627,0.909091
33,0.036059,0.996219,0.545994,0.901515
34,0.045307,0.996219,0.513626,0.909091
35,0.032556,0.996219,0.537556,0.924242
36,0.034443,0.992439,0.556121,0.916667
37,0.029716,0.996219,0.549452,0.916667
38,0.035540,0.996219,0.546241,0.909091
39,0.033706,0.996219,0.509800,0.916667
40,0.030343,0.998110,0.527244,0.909091
41,0.038959,0.998110,0.519782,0.909091
42,0.033767,0.994329,0.525417,0.909091
43,0.036918,0.996219,0.544664,0.901515
44,0.030916,0.996219,0.546116,0.901515
45,0.028403,0.998110,0.530477,0.901515
46,0.032909,0.996219,0.535254,0.901515
47,0.027471,0.996219,0.526595,0.909091
48,0.027980,1.000000,0.528036,0.909091
49,0.031661,0.994329,0.534112,0.909091
50,0.034010,0.996219,0.526295,0.901515
51,0.035020,0.992439,0.524892,0.909091
52,0.048389,0.992439,0.524109,0.916667
53,0.032316,0.994329,0.516627,0.916667
54,0.025971,0.996219,0.510904,0.909091
55,0.034439,0.996219,0.523202,0.909091
56,0.035658,0.996219,0.534182,0.901515
57,0.031749,0.996219,0.522068,0.901515
58,0.028113,0.996219,0.529850,0.901515
59,0.031946,0.998110,0.525574,0.909091
60,0.029345,0.998110,0.514937,0.909091
61,0.026891,0.996219,0.528823,0.909091
62,0.027805,0.996219,0.530040,0.916667
63,0.029315,0.992439,0.529234,0.909091
64,0.028645,0.998110,0.537361,0.916667
65,0.039685,0.994329,0.563542,0.916667
66,0.029268,0.996219,0.546374,0.901515
67,0.031923,0.996219,0.547424,0.916667
68,0.030916,0.998110,0.544742,0.916667
69,0.042440,0.996219,0.538555,0.909091
70,0.030071,0.998110,0.539595,0.901515
71,0.032943,0.996219,0.534724,0.909091
72,0.032275,0.996219,0.529701,0.916667
73,0.032061,0.996219,0.525782,0.909091
74,0.034555,1.000000,0.531343,0.901515
75,0.029974,0.992439,0.532988,0.909091
76,0.044510,0.992439,0.524935,0.909091
77,0.030943,0.996219,0.528788,0.916667
78,0.037033,0.996219,0.537158,0.909091
79,0.031305,0.996219,0.533633,0.909091
80,0.034769,0.996219,0.545837,0.909091
81,0.038051,0.996219,0.524988,0.909091
82,0.043321,0.996219,0.509324,0.909091
83,0.039593,0.994329,0.519685,0.909091
84,0.029775,0.998110,0.521715,0.909091
85,0.038283,0.996219,0.526503,0.909091
86,0.031371,0.996219,0.521500,0.909091
87,0.023366,0.998110,0.527394,0.909091
88,0.028380,0.998110,0.531718,0.909091
89,0.035938,0.992439,0.540921,0.909091
90,0.029131,0.994329,0.543408,0.916667
91,0.031640,0.998110,0.521347,0.916667
92,0.034857,0.996219,0.514739,0.909091
93,0.028911,0.996219,0.530588,0.909091
94,0.032241,0.998110,0.532677,0.916667
95,0.035423,0.996219,0.533755,0.909091
96,0.037982,0.994329,0.550601,0.909091
97,0.027141,0.998110,0.530379,0.909091
98,0.029536,1.000000,0.536335,0.909091
99,0.032988,0.998110,0.539589,0.909091
100,0.035415,0.998110,0.539793,0.909091
