epoch,train_loss,train_acc,val_loss,val_acc
1,1.288462,0.523629,1.112580,0.742424
2,0.835223,0.610586,0.824707,0.772727
3,0.705415,0.720227,0.690301,0.871212
4,0.610289,0.814745,0.678150,0.840909
5,0.543279,0.826087,0.620356,0.840909
6,0.513841,0.835539,0.598869,0.810606
7,0.434497,0.846881,0.586964,0.863636
8,0.434387,0.856333,0.604432,0.840909
9,0.370696,0.890359,0.572798,0.886364
10,0.390200,0.884688,0.558828,0.886364
11,0.318290,0.913043,0.597198,0.856061
12,0.343254,0.886578,0.514197,0.893939
13,0.258941,0.922495,0.607326,0.886364
14,0.247860,0.918715,0.576263,0.909091
15,0.178778,0.960302,0.557843,0.901515
16,0.199421,0.956522,0.556205,0.886364
17,0.206064,0.933837,0.520594,0.893939
18,0.172069,0.965974,0.541004,0.901515
19,0.167109,0.965974,0.569076,0.901515
20,0.155540,0.958412,0.593173,0.886364
21,0.158342,0.952741,0.557450,0.901515
22,0.124112,0.967864,0.607493,0.893939
23,0.129732,0.967864,0.594152,0.893939
24,0.100719,0.973535,0.567765,0.893939
25,0.091382,0.982987,0.604733,0.893939
26,0.100588,0.981096,0.556663,0.893939
27,0.093539,0.981096,0.657721,0.901515
28,0.097488,0.981096,0.627457,0.886364
29,0.073803,0.988658,0.638852,0.909091
30,0.056280,0.988658,0.678225,0.909091
31,0.064243,0.988658,0.625600,0.901515
32,0.080504,0.979206,0.600303,0.909091
33,0.054208,0.990548,0.659618,0.893939
34,0.056890,0.984877,0.591342,0.893939
35,0.060260,0.986767,0.683732,0.893939
36,0.052924,0.990548,0.663014,0.901515
37,0.042136,0.994329,0.693498,0.901515
38,0.046829,0.994329,0.797737,0.886364
39,0.043931,0.996219,0.676501,0.901515
40,0.034765,1.000000,0.708201,0.901515
41,0.029360,0.996219,0.737801,0.901515
42,0.034603,0.992439,0.792025,0.901515
43,0.023572,1.000000,0.700133,0.909091
44,0.043490,0.992439,0.771674,0.901515
45,0.029151,0.998110,0.883415,0.886364
46,0.042983,0.996219,0.892641,0.909091
47,0.027154,0.998110,0.710022,0.901515
48,0.037917,0.994329,0.790298,0.901515
49,0.038746,0.990548,0.828262,0.901515
50,0.033897,0.994329,0.727643,0.901515
