epoch,train_loss,train_acc,val_loss,val_acc
1,1.181413,0.672968,1.279009,0.727273
2,0.886411,0.752363,1.248966,0.742424
3,0.760387,0.793951,0.986207,0.803030
4,0.691916,0.803403,0.812901,0.878788
5,0.654689,0.809074,0.772274,0.886364
6,0.655382,0.810964,0.765799,0.871212
7,0.577233,0.818526,0.680321,0.863636
8,0.526630,0.850662,0.642243,0.878788
9,0.511557,0.879017,0.603490,0.871212
10,0.484979,0.880907,0.607598,0.856061
11,0.483535,0.882798,0.611736,0.856061
12,0.455516,0.873346,0.577404,0.856061
