epoch,train_loss,train_acc,val_loss,val_acc
1,1.145511,0.483932,1.065053,0.772727
2,0.865984,0.497164,1.075230,0.787879
3,0.827576,0.706994,0.990666,0.810606
4,0.755528,0.792060,0.832682,0.833333
5,0.672382,0.788280,0.767146,0.818182
6,0.601950,0.792060,0.721191,0.833333
7,0.557125,0.814745,0.716153,0.848485
8,0.556455,0.846881,0.686269,0.856061
9,0.550901,0.862004,0.668343,0.825758
10,0.540050,0.841210,0.662829,0.840909
11,0.517784,0.850662,0.647977,0.848485
12,0.497787,0.843100,0.647718,0.863636
13,0.469955,0.863894,0.648876,0.878788
14,0.449567,0.886578,0.648518,0.871212
15,0.473058,0.869565,0.652418,0.871212
16,0.462326,0.869565,0.646750,0.878788
17,0.474645,0.863894,0.647364,0.878788
18,0.456688,0.873346,0.643939,0.878788
19,0.446733,0.886578,0.641556,0.871212
20,0.469104,0.865784,0.641129,0.871212
21,0.443727,0.860113,0.645587,0.871212
22,0.441400,0.856333,0.649174,0.878788
23,0.453007,0.862004,0.643732,0.863636
24,0.458697,0.892250,0.641593,0.863636
25,0.450997,0.871456,0.646557,0.878788
26,0.437700,0.882798,0.645639,0.878788
27,0.444675,0.869565,0.637734,0.871212
28,0.438929,0.869565,0.636342,0.878788
29,0.420781,0.863894,0.637464,0.878788
30,0.453038,0.867675,0.632417,0.871212
31,0.477121,0.880907,0.630862,0.878788
32,0.442958,0.871456,0.633275,0.871212
33,0.433116,0.888469,0.635465,0.863636
34,0.465939,0.862004,0.638989,0.871212
35,0.449280,0.858223,0.632983,0.863636
36,0.433595,0.875236,0.633069,0.871212
37,0.458615,0.888469,0.633526,0.863636
38,0.436968,0.867675,0.636018,0.871212
