epoch,train_loss,train_acc,val_loss,val_acc
1,1.304272,0.576560,1.427543,0.659091
2,1.011465,0.604915,1.228420,0.674242
3,0.880772,0.648393,1.002581,0.727273
4,0.810688,0.686200,0.883579,0.734848
5,0.719864,0.733459,0.865226,0.727273
6,0.655160,0.763705,0.832970,0.750000
7,0.734709,0.722117,0.811303,0.780303
8,0.646931,0.752363,0.782653,0.772727
9,0.625129,0.782609,0.750407,0.810606
10,0.629755,0.803403,0.734433,0.810606
11,0.626587,0.786389,0.721354,0.810606
12,0.600765,0.818526,0.713437,0.810606
13,0.595556,0.812854,0.706492,0.810606
14,0.597713,0.799622,0.708044,0.810606
15,0.585773,0.803403,0.708281,0.810606
16,0.602659,0.801512,0.699232,0.818182
17,0.587348,0.805293,0.708166,0.803030
18,0.590362,0.793951,0.705306,0.810606
19,0.588170,0.799622,0.702057,0.810606
20,0.606472,0.807183,0.693869,0.818182
21,0.606191,0.809074,0.691143,0.825758
22,0.529925,0.826087,0.690166,0.818182
23,0.556502,0.822306,0.684616,0.833333
24,0.569252,0.810964,0.686759,0.825758
25,0.596520,0.799622,0.689743,0.825758
26,0.552866,0.827977,0.682784,0.825758
27,0.537122,0.810964,0.681391,0.825758
28,0.528578,0.824197,0.680674,0.825758
29,0.496457,0.829868,0.683027,0.825758
30,0.517651,0.833648,0.675333,0.825758
31,0.528071,0.829868,0.680147,0.833333
32,0.539342,0.839319,0.676415,0.818182
33,0.516295,0.841210,0.666072,0.825758
34,0.520137,0.816635,0.666155,0.825758
35,0.526739,0.827977,0.672364,0.833333
36,0.520128,0.839319,0.671954,0.833333
37,0.522232,0.854442,0.667558,0.840909
38,0.532842,0.835539,0.668831,0.833333
39,0.511302,0.826087,0.664330,0.833333
40,0.488877,0.862004,0.661723,0.833333
41,0.510032,0.824197,0.655590,0.840909
42,0.513006,0.812854,0.658704,0.833333
43,0.524336,0.824197,0.666322,0.833333
44,0.508016,0.841210,0.665913,0.833333
45,0.506302,0.841210,0.659550,0.833333
46,0.490000,0.844991,0.655873,0.833333
47,0.486687,0.875236,0.656910,0.833333
48,0.502626,0.854442,0.653409,0.840909
49,0.464243,0.837429,0.648680,0.833333
50,0.515600,0.822306,0.653272,0.833333
51,0.521315,0.822306,0.649809,0.833333
52,0.491532,0.846881,0.656249,0.840909
53,0.447175,0.871456,0.650157,0.840909
54,0.488105,0.843100,0.648299,0.848485
55,0.490048,0.843100,0.642359,0.840909
56,0.492426,0.829868,0.645323,0.840909
57,0.494889,0.848771,0.650916,0.840909
58,0.452544,0.875236,0.643422,0.840909
59,0.496834,0.835539,0.641961,0.848485
60,0.480409,0.844991,0.653198,0.848485
61,0.463457,0.846881,0.644221,0.848485
62,0.447750,0.858223,0.646327,0.848485
63,0.455338,0.848771,0.635510,0.856061
64,0.456953,0.867675,0.639859,0.856061
65,0.460166,0.877127,0.635223,0.856061
66,0.466725,0.839319,0.630047,0.863636
67,0.456692,0.862004,0.630396,0.856061
68,0.438426,0.865784,0.634367,0.856061
69,0.438816,0.850662,0.627076,0.863636
70,0.462748,0.850662,0.619756,0.871212
71,0.450786,0.862004,0.620515,0.871212
72,0.473743,0.831758,0.619717,0.871212
73,0.436045,0.858223,0.627536,0.863636
74,0.414951,0.856333,0.623147,0.871212
75,0.463114,0.848771,0.629168,0.856061
76,0.414573,0.879017,0.626412,0.863636
77,0.424767,0.860113,0.625423,0.856061
78,0.462270,0.862004,0.619097,0.856061
79,0.429246,0.875236,0.625199,0.856061
80,0.423581,0.869565,0.622758,0.863636
81,0.427460,0.875236,0.616557,0.863636
82,0.424391,0.879017,0.619541,0.863636
83,0.432803,0.865784,0.612740,0.863636
84,0.424928,0.873346,0.618113,0.863636
85,0.390097,0.884688,0.621233,0.856061
86,0.410118,0.877127,0.615588,0.871212
87,0.425760,0.867675,0.622104,0.863636
88,0.430330,0.879017,0.610439,0.871212
89,0.413855,0.880907,0.612865,0.871212
90,0.379381,0.886578,0.610204,0.871212
91,0.405623,0.877127,0.612610,0.871212
92,0.394894,0.871456,0.612724,0.863636
93,0.403935,0.867675,0.609797,0.863636
94,0.398119,0.875236,0.612400,0.863636
95,0.391075,0.873346,0.605538,0.871212
96,0.402697,0.873346,0.603850,0.871212
97,0.402111,0.867675,0.604191,0.863636
98,0.400793,0.890359,0.605973,0.871212
99,0.387200,0.888469,0.600827,0.871212
100,0.412058,0.877127,0.608720,0.871212
