epoch,train_loss,train_acc,val_loss,val_acc
1,1.257357,0.347826,1.044442,0.727273
2,0.889349,0.671078,1.074458,0.772727
3,0.757115,0.748582,0.891149,0.810606
4,0.683563,0.795841,0.794532,0.848485
5,0.619781,0.805293,0.722861,0.840909
6,0.558001,0.844991,0.713400,0.810606
7,0.568784,0.837429,0.645195,0.878788
8,0.545719,0.831758,0.600167,0.893939
9,0.475177,0.873346,0.592248,0.833333
10,0.514775,0.854442,0.572485,0.901515
11,0.428045,0.871456,0.528889,0.916667
12,0.427986,0.865784,0.624960,0.750000
13,0.419009,0.875236,0.588259,0.825758
14,0.433475,0.886578,0.538315,0.856061
15,0.385338,0.896030,0.539041,0.893939
16,0.390615,0.897921,0.545541,0.856061
17,0.321525,0.896030,0.519212,0.833333
18,0.344420,0.907372,0.489859,0.893939
19,0.334714,0.922495,0.528926,0.848485
20,0.286644,0.924386,0.554405,0.893939
21,0.303635,0.888469,0.465603,0.916667
22,0.283066,0.922495,0.446823,0.871212
23,0.293005,0.939509,0.436956,0.916667
24,0.251145,0.928166,0.490868,0.825758
25,0.249680,0.907372,0.482433,0.856061
26,0.261797,0.924386,0.447990,0.909091
27,0.263689,0.930057,0.413997,0.931818
28,0.208147,0.947070,0.422431,0.931818
29,0.203912,0.941399,0.401502,0.863636
30,0.204319,0.920605,0.528170,0.765152
31,0.194189,0.937618,0.498132,0.939394
32,0.180241,0.947070,0.447252,0.924242
33,0.191400,0.935728,0.406634,0.893939
34,0.192186,0.952741,0.399145,0.863636
35,0.160022,0.952741,0.456742,0.916667
36,0.166808,0.948960,0.436478,0.939394
37,0.187768,0.939509,0.430990,0.840909
38,0.183310,0.928166,0.535795,0.916667
39,0.164706,0.952741,0.376764,0.916667
40,0.146035,0.937618,0.365385,0.924242
41,0.156323,0.971645,0.442936,0.939394
42,0.153890,0.947070,0.437343,0.863636
43,0.148864,0.943289,0.408579,0.946970
44,0.110945,0.969754,0.410142,0.946970
45,0.142143,0.943289,0.422880,0.916667
46,0.102946,0.964083,0.447035,0.931818
47,0.113148,0.960302,0.392872,0.916667
48,0.091417,0.965974,0.408690,0.946970
49,0.114048,0.971645,0.520257,0.704545
50,0.150679,0.952741,0.589736,0.901515
