epoch,train_loss,train_acc,val_loss,val_acc
1,1.149430,0.531191,1.397255,0.727273
2,0.910847,0.620038,1.230855,0.757576
3,0.799986,0.716446,1.001092,0.795455
4,0.661175,0.771267,0.853117,0.848485
5,0.630180,0.846881,0.685182,0.878788
6,0.584314,0.833648,0.696036,0.833333
7,0.542909,0.809074,0.786537,0.840909
8,0.518862,0.844991,0.732322,0.787879
9,0.505602,0.827977,0.661622,0.840909
10,0.462233,0.880907,0.591654,0.856061
11,0.447875,0.869565,0.652838,0.787879
12,0.457896,0.805293,0.702870,0.666667
13,0.398977,0.875236,0.587958,0.856061
14,0.408668,0.907372,0.576930,0.863636
15,0.413225,0.865784,0.702143,0.666667
16,0.373856,0.899811,0.562868,0.878788
17,0.345101,0.924386,0.590188,0.878788
18,0.314723,0.905482,0.717841,0.757576
19,0.356476,0.901701,0.578155,0.742424
20,0.323829,0.914934,0.517900,0.871212
21,0.285816,0.920605,0.518797,0.871212
22,0.288113,0.913043,0.546473,0.818182
23,0.293506,0.869565,0.515065,0.856061
24,0.247822,0.928166,0.558028,0.901515
25,0.249445,0.931947,0.551472,0.810606
26,0.244918,0.905482,0.437932,0.909091
27,0.235904,0.935728,0.455173,0.909091
28,0.200369,0.945180,0.508812,0.909091
29,0.193298,0.952741,0.487001,0.924242
30,0.234903,0.924386,0.559052,0.659091
31,0.251430,0.862004,0.507718,0.818182
32,0.227042,0.922495,0.482102,0.916667
33,0.204222,0.939509,0.463278,0.878788
34,0.171358,0.950851,0.487347,0.909091
35,0.186840,0.948960,0.571819,0.893939
36,0.156239,0.964083,0.441268,0.924242
37,0.157126,0.948960,0.421375,0.901515
38,0.186945,0.896030,0.585759,0.727273
39,0.205967,0.939509,0.529511,0.909091
40,0.147804,0.945180,0.507073,0.901515
41,0.191367,0.914934,0.498921,0.916667
42,0.173214,0.943289,0.436194,0.795455
43,0.145929,0.937618,0.897945,0.681818
44,0.148596,0.948960,0.471747,0.924242
45,0.137234,0.967864,0.490621,0.840909
46,0.115266,0.958412,0.455286,0.871212
47,0.131313,0.948960,0.590644,0.863636
48,0.136762,0.958412,0.522162,0.924242
49,0.114861,0.947070,0.523835,0.901515
50,0.119206,0.965974,0.344850,0.931818
51,0.120959,0.965974,0.360944,0.916667
52,0.137994,0.954631,0.603140,0.803030
53,0.157482,0.914934,0.386174,0.893939
54,0.095114,0.964083,0.593521,0.916667
55,0.096757,0.975425,0.605373,0.901515
56,0.084263,0.982987,0.486890,0.916667
57,0.083035,0.969754,0.449709,0.916667
58,0.085394,0.969754,0.368513,0.924242
59,0.074352,0.979206,0.449971,0.916667
60,0.073297,0.969754,0.422353,0.901515
61,0.072490,0.981096,0.372603,0.909091
62,0.064287,0.984877,0.409183,0.916667
63,0.059499,0.982987,0.549108,0.901515
64,0.078093,0.973535,0.698349,0.886364
65,0.106239,0.962193,0.964482,0.840909
66,0.108591,0.964083,0.639403,0.681818
67,0.104082,0.960302,0.617237,0.886364
68,0.066226,0.984877,0.515805,0.946970
69,0.081215,0.971645,0.431286,0.886364
70,0.049937,0.984877,0.479903,0.939394
71,0.102261,0.973535,0.772623,0.613636
72,0.083315,0.943289,0.534000,0.931818
73,0.064114,0.990548,0.664784,0.916667
74,0.073668,0.971645,0.424730,0.916667
75,0.060796,0.990548,0.524329,0.924242
76,0.049411,0.992439,0.789637,0.871212
77,0.064845,0.982987,0.786427,0.901515
78,0.057678,0.986767,0.521298,0.909091
79,0.051515,0.981096,0.416475,0.939394
80,0.059106,0.979206,0.489072,0.939394
81,0.041690,0.988658,0.388553,0.939394
82,0.032827,0.996219,0.434002,0.909091
83,0.041829,0.982987,0.445501,0.916667
84,0.030905,0.992439,0.531489,0.909091
85,0.030349,0.990548,0.437245,0.901515
86,0.034818,0.998110,0.454344,0.931818
87,0.035952,0.992439,0.594575,0.916667
88,0.028708,0.992439,0.612363,0.909091
89,0.035518,0.998110,0.497200,0.924242
90,0.044076,0.982987,0.755273,0.909091
91,0.049493,0.981096,0.997536,0.901515
92,0.066524,0.969754,0.603241,0.803030
93,0.050133,0.990548,0.720284,0.909091
94,0.042604,0.992439,0.470500,0.886364
95,0.039405,0.981096,0.573676,0.909091
96,0.064863,0.986767,0.651891,0.856061
97,0.052197,0.971645,0.441731,0.939394
98,0.049701,0.984877,0.642029,0.946970
99,0.048484,0.984877,0.465586,0.946970
100,0.038320,0.988658,0.553000,0.939394
