epoch,train_loss,train_acc,val_loss,val_acc
1,1.164714,0.523629,1.266864,0.719697
2,0.879965,0.603025,1.192683,0.757576
3,0.813919,0.778828,0.975363,0.825758
4,0.716173,0.778828,0.841062,0.840909
5,0.646663,0.763705,0.782475,0.833333
6,0.602156,0.801512,0.822320,0.734848
7,0.557416,0.792060,0.699503,0.780303
8,0.498952,0.795841,0.621835,0.871212
9,0.486361,0.831758,0.593027,0.871212
10,0.454707,0.865784,0.577751,0.856061
11,0.455281,0.854442,0.700714,0.780303
12,0.440876,0.831758,0.673917,0.803030
13,0.417058,0.899811,0.548618,0.893939
14,0.384286,0.890359,0.651062,0.750000
15,0.401539,0.848771,0.604392,0.833333
16,0.351691,0.894140,0.609861,0.848485
17,0.368683,0.856333,0.587108,0.833333
18,0.332555,0.884688,0.544118,0.901515
19,0.282789,0.920605,0.529346,0.886364
20,0.317638,0.913043,0.581471,0.878788
21,0.287118,0.892250,0.571733,0.848485
22,0.289739,0.909263,0.540625,0.871212
23,0.293101,0.909263,0.565125,0.863636
24,0.259322,0.897921,0.629162,0.886364
25,0.281201,0.892250,0.503752,0.901515
26,0.269201,0.905482,0.507387,0.893939
27,0.265125,0.924386,0.740556,0.810606
28,0.253698,0.926276,0.520404,0.901515
29,0.227549,0.920605,0.525156,0.886364
30,0.236578,0.920605,0.554032,0.909091
31,0.214925,0.948960,0.489343,0.901515
32,0.197223,0.930057,0.456319,0.878788
33,0.199936,0.937618,0.457812,0.924242
34,0.203252,0.896030,0.542116,0.916667
35,0.189185,0.943289,0.589679,0.909091
36,0.219554,0.947070,0.537250,0.893939
37,0.166756,0.952741,0.608937,0.909091
38,0.211097,0.931947,0.659967,0.742424
39,0.193683,0.913043,0.474689,0.901515
40,0.161110,0.933837,0.442725,0.909091
41,0.178347,0.943289,0.462376,0.939394
42,0.131351,0.948960,0.519305,0.931818
43,0.141710,0.954631,0.607543,0.909091
44,0.149248,0.964083,0.560667,0.924242
45,0.131587,0.952741,0.507520,0.901515
46,0.141131,0.950851,0.450350,0.924242
47,0.133729,0.939509,0.440803,0.909091
48,0.101664,0.964083,0.468632,0.939394
49,0.109868,0.973535,0.511171,0.916667
50,0.107941,0.954631,0.715346,0.871212
