epoch,train_loss,train_acc,val_loss,val_acc
1,1.269901,0.417769,1.544311,0.659091
2,0.785507,0.644612,1.154223,0.772727
3,0.729475,0.758034,0.917050,0.833333
4,0.610843,0.797732,0.763563,0.856061
5,0.576618,0.810964,0.691242,0.848485
6,0.513194,0.839319,0.670032,0.848485
7,0.488093,0.839319,0.668616,0.878788
8,0.462772,0.862004,0.667771,0.871212
9,0.410139,0.871456,0.649230,0.878788
10,0.404484,0.877127,0.642188,0.878788
11,0.377763,0.892250,0.628621,0.886364
12,0.414416,0.877127,0.627446,0.886364
13,0.405605,0.880907,0.634154,0.886364
14,0.390151,0.880907,0.625482,0.886364
15,0.373256,0.890359,0.617834,0.886364
16,0.385853,0.892250,0.614724,0.886364
17,0.388153,0.899811,0.611855,0.886364
18,0.376007,0.903592,0.612654,0.886364
19,0.362628,0.888469,0.604551,0.878788
20,0.375506,0.886578,0.607200,0.886364
21,0.412321,0.886578,0.608876,0.886364
22,0.387973,0.894140,0.600085,0.886364
23,0.345994,0.890359,0.600766,0.886364
24,0.339816,0.903592,0.600172,0.886364
25,0.350861,0.901701,0.592683,0.871212
26,0.359778,0.884688,0.598073,0.886364
27,0.357464,0.907372,0.610117,0.886364
28,0.367411,0.901701,0.594186,0.871212
29,0.371694,0.879017,0.596649,0.871212
30,0.350548,0.882798,0.590738,0.871212
31,0.358271,0.890359,0.589822,0.878788
32,0.347245,0.890359,0.582663,0.871212
33,0.316768,0.899811,0.577763,0.863636
34,0.325642,0.899811,0.576027,0.856061
35,0.309107,0.909263,0.586191,0.878788
36,0.314008,0.899811,0.588528,0.886364
37,0.305956,0.909263,0.582547,0.886364
38,0.298541,0.899811,0.578655,0.886364
39,0.343147,0.911153,0.582972,0.886364
40,0.296165,0.913043,0.574704,0.886364
41,0.316769,0.911153,0.579551,0.886364
42,0.313107,0.894140,0.573674,0.886364
43,0.312678,0.913043,0.573777,0.886364
44,0.324156,0.905482,0.575131,0.893939
45,0.317872,0.913043,0.570969,0.886364
46,0.294000,0.931947,0.583193,0.893939
47,0.313574,0.907372,0.573715,0.886364
48,0.297273,0.913043,0.572075,0.886364
49,0.284382,0.926276,0.569422,0.886364
50,0.287772,0.935728,0.567056,0.886364
51,0.295670,0.935728,0.559304,0.886364
52,0.283563,0.916824,0.559450,0.886364
53,0.283085,0.909263,0.567998,0.893939
54,0.256324,0.924386,0.561747,0.893939
55,0.270594,0.918715,0.564448,0.886364
56,0.259660,0.924386,0.561721,0.901515
57,0.253798,0.948960,0.565808,0.901515
58,0.279252,0.916824,0.566043,0.901515
