epoch,train_loss,train_acc,val_loss,val_acc
1,1.193801,0.474480,1.267626,0.727273
2,0.881918,0.540643,1.127438,0.757576
3,0.780852,0.729679,0.988399,0.787879
4,0.722628,0.792060,0.792882,0.825758
5,0.703620,0.748582,0.712956,0.787879
6,0.654562,0.788280,0.705566,0.818182
7,0.651675,0.824197,0.708702,0.825758
8,0.647545,0.816635,0.715420,0.818182
9,0.597185,0.831758,0.698052,0.818182
10,0.587245,0.839319,0.679636,0.840909
11,0.545444,0.841210,0.651233,0.848485
12,0.575520,0.841210,0.641602,0.863636
13,0.546192,0.846881,0.641350,0.848485
14,0.533721,0.862004,0.632600,0.848485
15,0.546266,0.854442,0.625049,0.863636
16,0.550784,0.814745,0.630586,0.833333
17,0.538015,0.826087,0.625702,0.833333
18,0.529193,0.843100,0.623164,0.833333
19,0.501953,0.862004,0.626263,0.840909
20,0.499988,0.850662,0.622433,0.848485
21,0.516779,0.839319,0.619236,0.871212
22,0.474569,0.856333,0.614284,0.878788
23,0.513269,0.850662,0.615574,0.856061
24,0.556322,0.843100,0.616677,0.863636
25,0.514521,0.827977,0.617526,0.863636
26,0.532553,0.854442,0.614301,0.871212
27,0.532298,0.860113,0.616932,0.878788
28,0.522175,0.860113,0.613083,0.878788
29,0.512479,0.839319,0.614692,0.863636
30,0.534803,0.833648,0.618237,0.863636
31,0.512275,0.854442,0.617844,0.863636
32,0.546335,0.852552,0.613957,0.871212
33,0.523586,0.865784,0.612529,0.878788
34,0.511093,0.858223,0.614505,0.848485
35,0.492347,0.863894,0.613615,0.848485
36,0.511789,0.841210,0.616370,0.878788
37,0.520614,0.850662,0.614735,0.878788
38,0.509359,0.848771,0.614549,0.871212
39,0.509243,0.860113,0.613285,0.878788
40,0.491378,0.882798,0.611517,0.871212
41,0.491868,0.865784,0.611698,0.871212
42,0.519956,0.856333,0.614818,0.878788
43,0.494506,0.862004,0.615957,0.878788
44,0.487508,0.869565,0.613098,0.871212
45,0.526035,0.863894,0.613513,0.871212
46,0.506203,0.858223,0.611590,0.878788
47,0.515491,0.863894,0.608774,0.878788
48,0.492974,0.867675,0.610978,0.871212
49,0.535251,0.835539,0.609400,0.878788
50,0.528938,0.831758,0.609958,0.878788
51,0.496390,0.852552,0.608292,0.878788
52,0.533768,0.839319,0.611047,0.848485
53,0.508052,0.854442,0.611142,0.878788
54,0.496291,0.852552,0.612417,0.878788
55,0.524771,0.846881,0.612371,0.878788
56,0.495304,0.862004,0.607938,0.878788
57,0.499692,0.858223,0.605556,0.878788
58,0.490468,0.863894,0.605329,0.878788
59,0.531461,0.854442,0.604171,0.878788
60,0.495500,0.869565,0.605219,0.856061
61,0.498330,0.841210,0.607048,0.878788
62,0.538589,0.837429,0.608365,0.871212
63,0.526464,0.863894,0.609331,0.871212
64,0.500164,0.858223,0.606660,0.878788
65,0.508964,0.865784,0.605061,0.886364
66,0.549400,0.835539,0.606985,0.878788
