epoch,train_loss,train_acc,val_loss,val_acc
1,1.074141,0.603025,1.554600,0.787879
2,0.595216,0.742911,0.686152,0.856061
3,0.456140,0.854442,0.533908,0.871212
4,0.424658,0.879017,0.586327,0.848485
5,0.285132,0.920605,0.538966,0.871212
6,0.232963,0.930057,0.566851,0.901515
7,0.198140,0.952741,0.542023,0.818182
8,0.201960,0.939509,0.622115,0.909091
9,0.137939,0.964083,0.604571,0.893939
10,0.121085,0.967864,0.532032,0.901515
11,0.108991,0.969754,0.737893,0.886364
12,0.115632,0.975425,0.506803,0.924242
13,0.082248,0.973535,0.950610,0.916667
14,0.057980,0.986767,0.601242,0.863636
15,0.045087,0.988658,0.747130,0.916667
16,0.035323,0.994329,0.609807,0.909091
17,0.028090,1.000000,0.618657,0.916667
18,0.023127,0.996219,0.670257,0.901515
19,0.017374,1.000000,0.686835,0.901515
20,0.019390,0.998110,0.893527,0.886364
21,0.026862,0.990548,0.699167,0.901515
22,0.011136,1.000000,0.651463,0.909091
23,0.017034,0.998110,0.578817,0.909091
24,0.045874,0.977316,0.877869,0.878788
25,0.026474,0.992439,0.777882,0.901515
26,0.021927,0.994329,0.697691,0.916667
27,0.019110,0.998110,1.059012,0.909091
28,0.018668,0.998110,0.687141,0.924242
29,0.012502,0.996219,0.615313,0.909091
30,0.012821,0.994329,0.843653,0.901515
