epoch,train_loss,train_acc,val_loss,val_acc
1,1.215367,0.217391,1.034275,0.250000
2,0.936034,0.499055,0.922458,0.810606
3,0.840028,0.686200,0.846279,0.772727
4,0.791595,0.742911,0.793045,0.795455
5,0.711518,0.763705,0.758316,0.818182
6,0.713448,0.750473,0.755372,0.795455
7,0.632627,0.790170,0.721919,0.818182
8,0.601916,0.803403,0.715703,0.818182
9,0.599823,0.818526,0.698279,0.833333
10,0.586012,0.805293,0.691889,0.833333
11,0.576332,0.826087,0.690596,0.825758
12,0.591569,0.826087,0.683089,0.825758
13,0.596544,0.824197,0.675331,0.825758
14,0.557542,0.831758,0.675127,0.818182
15,0.548861,0.822306,0.670566,0.825758
16,0.556895,0.822306,0.668632,0.818182
17,0.569166,0.826087,0.660411,0.818182
18,0.580147,0.822306,0.667866,0.818182
19,0.572869,0.812854,0.657627,0.825758
20,0.581896,0.829868,0.658782,0.840909
21,0.570714,0.797732,0.651411,0.825758
22,0.591485,0.820416,0.657103,0.825758
23,0.581938,0.810964,0.653844,0.825758
24,0.574529,0.826087,0.653848,0.833333
25,0.517333,0.841210,0.646271,0.825758
26,0.544643,0.822306,0.640754,0.825758
27,0.576235,0.809074,0.641720,0.833333
28,0.531526,0.839319,0.639242,0.825758
29,0.545646,0.829868,0.631700,0.825758
30,0.534801,0.837429,0.633206,0.833333
31,0.549605,0.829868,0.632217,0.825758
32,0.550184,0.816635,0.632190,0.825758
33,0.542872,0.816635,0.627439,0.825758
34,0.511023,0.848771,0.630325,0.825758
35,0.513610,0.835539,0.630389,0.825758
36,0.540060,0.835539,0.630836,0.825758
37,0.517602,0.837429,0.627648,0.825758
38,0.520275,0.835539,0.630283,0.825758
39,0.503579,0.831758,0.626548,0.825758
40,0.481151,0.850662,0.625255,0.833333
41,0.471580,0.854442,0.628115,0.833333
42,0.552591,0.852552,0.626113,0.840909
43,0.509395,0.839319,0.631889,0.848485
44,0.498237,0.843100,0.623309,0.833333
45,0.507633,0.846881,0.623906,0.825758
46,0.507947,0.824197,0.621430,0.825758
47,0.515841,0.860113,0.619781,0.833333
48,0.503453,0.839319,0.619355,0.840909
49,0.498369,0.865784,0.615707,0.825758
50,0.489929,0.858223,0.619498,0.825758
51,0.485682,0.854442,0.619266,0.825758
52,0.513306,0.852552,0.614365,0.825758
53,0.474791,0.844991,0.613473,0.833333
54,0.471689,0.844991,0.614966,0.833333
55,0.487725,0.846881,0.615212,0.825758
56,0.490884,0.843100,0.612963,0.825758
57,0.478387,0.865784,0.617376,0.848485
58,0.480210,0.848771,0.612875,0.833333
59,0.482277,0.865784,0.608876,0.833333
60,0.474304,0.865784,0.609320,0.840909
61,0.466956,0.860113,0.608568,0.825758
62,0.468085,0.841210,0.610748,0.848485
63,0.461150,0.877127,0.606727,0.848485
64,0.509072,0.863894,0.602698,0.833333
65,0.461265,0.865784,0.602134,0.848485
66,0.471563,0.865784,0.595836,0.818182
67,0.450222,0.863894,0.600923,0.856061
68,0.453438,0.880907,0.605107,0.848485
69,0.472941,0.850662,0.599603,0.856061
70,0.485074,0.856333,0.604260,0.871212
71,0.457193,0.869565,0.596516,0.833333
72,0.459017,0.850662,0.595389,0.818182
73,0.454857,0.867675,0.599053,0.856061
74,0.458035,0.863894,0.601031,0.848485
75,0.428772,0.877127,0.599119,0.840909
76,0.466218,0.867675,0.594262,0.833333
77,0.466176,0.863894,0.597181,0.848485
78,0.439383,0.862004,0.597824,0.848485
79,0.428171,0.858223,0.596323,0.856061
80,0.453110,0.856333,0.592820,0.848485
81,0.427406,0.877127,0.592298,0.840909
82,0.425581,0.869565,0.597668,0.863636
83,0.416393,0.875236,0.589416,0.848485
84,0.476608,0.875236,0.589623,0.825758
85,0.389276,0.873346,0.584650,0.825758
86,0.430186,0.863894,0.588974,0.848485
87,0.452470,0.865784,0.588335,0.840909
88,0.412318,0.871456,0.584514,0.833333
89,0.426463,0.862004,0.591828,0.878788
90,0.437349,0.877127,0.588287,0.840909
91,0.451176,0.862004,0.586354,0.840909
92,0.424171,0.879017,0.589544,0.863636
93,0.424243,0.877127,0.589426,0.871212
94,0.410670,0.905482,0.584978,0.863636
95,0.394442,0.880907,0.581360,0.848485
96,0.415991,0.863894,0.581708,0.856061
97,0.391029,0.894140,0.588230,0.871212
98,0.408891,0.877127,0.590256,0.878788
99,0.424576,0.865784,0.586174,0.871212
100,0.399456,0.890359,0.587821,0.878788
